FALSE,9,OBC,"uint16_t offset = event_handler->tlm_info.rule.page_no * EH_RULE_TLM_PAGE_SIZE;
,RULE14.SETTINGS.EVENT.LOCAL,uint32_t,,rules[14 + offset].settings.event.local,NONE,,,,,,,,,,
,RULE14.SETTINGS.EVENT.ERR_LEVEL,_uint8_t,3,(uint8_t)((((uint8_t)rules[14 + offset].settings.event.err_level) << 5 & 0xe0) | (rules[14 + offset].settings.should_match_err_level << 4 & 0x10) | (rules[14 + offset].settings.is_active << 3 & 0x08) | (((uint8_t)rules[14 + offset].settings.condition.type) & 0x07)),STATUS,,,,,,,"0=HIGH, 1=MIDDLE, 2=LOW, 3=EL, 4=EH, *=N/A",,,
,RULE14.SETTINGS.SHOULD_MATCH_ERR_LEVEL,,1,,STATUS,,,,,,,"0=NO, 1=YES, *=N/A",,,
,RULE14.SETTINGS.IS_ACTIVE,,1,,STATUS,,,,,,,"0=INACTIVE, 1=ACTIVE, *=N/A",,,
,RULE14.SETTINGS.CONDITION.TYPE,,3,,STATUS,,,,,,,"0=SINGLE, 1=CONTINUOUS, 2=CUMULATIVE, *=N/A",,,
,RULE14.SETTINGS.CONDITION.COUNT_THRESHOLD,uint16_t,,rules[14 + offset].settings.condition.count_threshold,NONE,,,,,,,,,,
,RULE14.SETTINGS.CONDITION.TIME_THRESHOLD_MS,uint32_t,,rules[14 + offset].settings.condition.time_threshold_ms,NONE,,,,,,,,,,
,RULE14.SETTINGS.DEPLOY_BCT_ID,uint16_t,,(uint16_t)rules[14 + offset].settings.deploy_bct_id,NONE,,,,,,,,,,
,RULE14.COUNTER,uint16_t,,rules[14 + offset].counter,NONE,,,,,,,,,,
,RULE14.LAST_EVENT_TIME.TOTAL_CYCLE,uint32_t,,(uint32_t)rules[14 + offset].last_event_time.total_cycle,NONE,,,,,,,,,,
,RULE15.SETTINGS.EVENT.GROUP,uint8_t,,(uint8_t)rules[15 + offset].settings.event.group,NONE,,,,,,,,,,
,RULE15.SETTINGS.EVENT.LOCAL,uint32_t,,rules[15 + offset].settings.event.local,NONE,,,,,,,,,,
,RULE15.SETTINGS.EVENT.ERR_LEVEL,_uint8_t,3,(uint8_t)((((uint8_t)rules[15 + offset].settings.event.err_level) << 5 & 0xe0) | (rules[15 + offset].settings.should_match_err_level << 4 & 0x10) | (rules[15 + offset].settings.is_active << 3 & 0x08) | (((uint8_t)rules[15 + offset].settings.condition.type) & 0x07)),STATUS,,,,,,,"0=HIGH, 1=MIDDLE, 2=LOW, 3=EL, 4=EH, *=N/A",,,
,RULE15.SETTINGS.SHOULD_MATCH_ERR_LEVEL,,1,,STATUS,,,,,,,"0=NO, 1=YES, *=N/A",,,
,RULE15.SETTINGS.IS_ACTIVE,,1,,STATUS,,,,,,,"0=INACTIVE, 1=ACTIVE, *=N/A",,,
,RULE15.SETTINGS.CONDITION.TYPE,,3,,STATUS,,,,,,,"0=SINGLE, 1=CONTINUOUS, 2=CUMULATIVE, *=N/A",,,
,RULE15.SETTINGS.CONDITION.COUNT_THRESHOLD,uint16_t,,rules[15 + offset].settings.condition.count_threshold,NONE,,,,,,,,,,
,RULE15.SETTINGS.CONDITION.TIME_THRESHOLD_MS,uint32_t,,rules[15 + offset].settings.condition.time_threshold_ms,NONE,,,,,,,,,,
,RULE15.SETTINGS.DEPLOY_BCT_ID,uint16_t,,(uint16_t)rules[15 + offset].settings.deploy_bct_id,NONE,,,,,,,,,,
,RULE15.COUNTER,uint16_t,,rules[15 + offset].counter,NONE,,,,,,,,,,
,RULE15.LAST_EVENT_TIME.TOTAL_CYCLE,uint32_t,,(uint32_t)rules[15 + offset].last_event_time.total_cycle,NONE,,,,,,,,,,
,RULE16.SETTINGS.EVENT.GROUP,uint8_t,,(uint8_t)rules[16 + offset].settings.event.group,NONE,,,,,,,,,,
,RULE16.SETTINGS.EVENT.LOCAL,uint32_t,,rules[16 + offset].settings.event.local,NONE,,,,,,,,,,
,RULE16.SETTINGS.EVENT.ERR_LEVEL,_uint8_t,3,(uint8_t)((((uint8_t)rules[16 + offset].settings.event.err_level) << 5 & 0xe0) | (rules[16 + offset].settings.should_match_err_level << 4 & 0x10) | (rules[16 + offset].settings.is_active << 3 & 0x08) | (((uint8_t)rules[16 + offset].settings.condition.type) & 0x07)),STATUS,,,,,,,"0=HIGH, 1=MIDDLE, 2=LOW, 3=EL, 4=EH, *=N/A",,,
,RULE16.SETTINGS.SHOULD_MATCH_ERR_LEVEL,,1,,STATUS,,,,,,,"0=NO, 1=YES, *=N/A",,,
,RULE16.SETTINGS.IS_ACTIVE,,1,,STATUS,,,,,,,"0=INACTIVE, 1=ACTIVE, *=N/A",,,
,RULE16.SETTINGS.CONDITION.TYPE,,3,,STATUS,,,,,,,"0=SINGLE, 1=CONTINUOUS, 2=CUMULATIVE, *=N/A",,,
,RULE16.SETTINGS.CONDITION.COUNT_THRESHOLD,uint16_t,,rules[16 + offset].settings.condition.count_threshold,NONE,,,,,,,,,,
,RULE16.SETTINGS.CONDITION.TIME_THRESHOLD_MS,uint32_t,,rules[16 + offset].settings.condition.time_threshold_ms,NONE,,,,,,,,,,
,RULE16.SETTINGS.DEPLOY_BCT_ID,uint16_t,,(uint16_t)rules[16 + offset].settings.deploy_bct_id,NONE,,,,,,,,,,
,RULE16.COUNTER,uint16_t,,rules[16 + offset].counter,NONE,,,,,,,,,,
,RULE16.LAST_EVENT_TIME.TOTAL_CYCLE,uint32_t,,(uint32_t)rules[16 + offset].last_event_time.total_cycle,NONE,,,,,,,,,,
,RULE17.SETTINGS.EVENT.GROUP,uint8_t,,(uint8_t)rules[17 + offset].settings.event.group,NONE,,,,,,,,,,
,RULE17.SETTINGS.EVENT.LOCAL,uint32_t,,rules[17 + offset].settings.event.local,NONE,,,,,,,,,,
,RULE17.SETTINGS.EVENT.ERR_LEVEL,_uint8_t,3,(uint8_t)((((uint8_t)rules[17 + offset].settings.event.err_level) << 5 & 0xe0) | (rules[17 + offset].settings.should_match_err_level << 4 & 0x10) | (rules[17 + offset].settings.is_active << 3 & 0x08) | (((uint8_t)rules[17 + offset].settings.condition.type) & 0x07)),STATUS,,,,,,,"0=HIGH, 1=MIDDLE, 2=LOW, 3=EL, 4=EH, *=N/A",,,
,RULE17.SETTINGS.SHOULD_MATCH_ERR_LEVEL,,1,,STATUS,,,,,,,"0=NO, 1=YES, *=N/A",,,
,RULE17.SETTINGS.IS_ACTIVE,,1,,STATUS,,,,,,,"0=INACTIVE, 1=ACTIVE, *=N/A",,,
,RULE17.SETTINGS.CONDITION.TYPE,,3,,STATUS,,,,,,,"0=SINGLE, 1=CONTINUOUS, 2=CUMULATIVE, *=N/A",,,
,RULE17.SETTINGS.CONDITION.COUNT_THRESHOLD,uint16_t,,rules[17 + offset].settings.condition.count_threshold,NONE,,,,,,,,,,
,RULE17.SETTINGS.CONDITION.TIME_THRESHOLD_MS,uint32_t,,rules[17 + offset].settings.condition.time_threshold_ms,NONE,,,,,,,,,,
,RULE17.SETTINGS.DEPLOY_BCT_ID,uint16_t,,(uint16_t)rules[17 + offset].settings.deploy_bct_id,NONE,,,,,,,,,,
,RULE17.COUNTER,uint16_t,,rules[17 + offset].counter,NONE,,,,,,,,,,
,RULE17.LAST_EVENT_TIME.TOTAL_CYCLE,uint32_t,,(uint32_t)rules[17 + offset].last_event_time.total_cycle,NONE,,,,,,,,,,
,RULE18.SETTINGS.EVENT.GROUP,uint8_t,,(uint8_t)rules[18 + offset].settings.event.group,NONE,,,,,,,,,,
,RULE18.SETTINGS.EVENT.LOCAL,uint32_t,,rules[18 + offset].settings.event.local,NONE,,,,,,,,,,
,RULE18.SETTINGS.EVENT.ERR_LEVEL,_uint8_t,3,(uint8_t)((((uint8_t)rules[18 + offset].settings.event.err_level) << 5 & 0xe0) | (rules[18 + offset].settings.should_match_err_level << 4 & 0x10) | (rules[18 + offset].settings.is_active << 3 & 0x08) | (((uint8_t)rules[18 + offset].settings.condition.type) & 0x07)),STATUS,,,,,,,"0=HIGH, 1=MIDDLE, 2=LOW, 3=EL, 4=EH, *=N/A",,,
,RULE18.SETTINGS.SHOULD_MATCH_ERR_LEVEL,,1,,STATUS,,,,,,,"0=NO, 1=YES, *=N/A",,,
,RULE18.SETTINGS.IS_ACTIVE,,1,,STATUS,,,,,,,"0=INACTIVE, 1=ACTIVE, *=N/A",,,
,RULE18.SETTINGS.CONDITION.TYPE,,3,,STATUS,,,,,,,"0=SINGLE, 1=CONTINUOUS, 2=CUMULATIVE, *=N/A",,,
,RULE18.SETTINGS.CONDITION.COUNT_THRESHOLD,uint16_t,,rules[18 + offset].settings.condition.count_threshold,NONE,,,,,,,,,,
,RULE18.SETTINGS.CONDITION.TIME_THRESHOLD_MS,uint32_t,,rules[18 + offset].settings.condition.time_threshold_ms,NONE,,,,,,,,,,
,RULE18.SETTINGS.DEPLOY_BCT_ID,uint16_t,,(uint16_t)rules[18 + offset].settings.deploy_bct_id,NONE,,,,,,,,,,
,RULE18.COUNTER,uint16_t,,rules[18 + offset].counter,NONE,,,,,,,,,,
,RULE18.LAST_EVENT_TIME.TOTAL_CYCLE,uint32_t,,(uint32_t)rules[18 + offset].last_event_time.total_cycle,NONE,,,,,,,,,,
,RULE19.SETTINGS.EVENT.GROUP,uint8_t,,(uint8_t)rules[19 + offset].settings.event.group,NONE,,,,,,,,,,
,RULE19.SETTINGS.EVENT.LOCAL,uint32_t,,rules[19 + offset].settings.event.local,NONE,,,,,,,,,,
,RULE19.SETTINGS.EVENT.ERR_LEVEL,_uint8_t,3,(uint8_t)((((uint8_t)rules[19 + offset].settings.event.err_level) << 5 & 0xe0) | (rules[19 + offset].settings.should_match_err_level << 4 & 0x10) | (rules[19 + offset].settings.is_active << 3 & 0x08) | (((uint8_t)rules[19 + offset].settings.condition.type) & 0x07)),STATUS,,,,,,,"0=HIGH, 1=MIDDLE, 2=LOW, 3=EL, 4=EH, *=N/A",,,
,RULE19.SETTINGS.SHOULD_MATCH_ERR_LEVEL,,1,,STATUS,,,,,,,"0=NO, 1=YES, *=N/A",,,
,RULE19.SETTINGS.IS_ACTIVE,,1,,STATUS,,,,,,,"0=INACTIVE, 1=ACTIVE, *=N/A",,,
,RULE19.SETTINGS.CONDITION.TYPE,,3,,STATUS,,,,,,,"0=SINGLE, 1=CONTINUOUS, 2=CUMULATIVE, *=N/A",,,
,RULE19.SETTINGS.CONDITION.COUNT_THRESHOLD,uint16_t,,rules[19 + offset].settings.condition.count_threshold,NONE,,,,,,,,,,
,RULE19.SETTINGS.CONDITION.TIME_THRESHOLD_MS,uint32_t,,rules[19 + offset].settings.condition.time_threshold_ms,NONE,,,,,,,,,,
,RULE19.SETTINGS.DEPLOY_BCT_ID,uint16_t,,(uint16_t)rules[19 + offset].settings.deploy_bct_id,NONE,,,,,,,,,,
,RULE19.COUNTER,uint16_t,,rules[19 + offset].counter,NONE,,,,,,,,,,
,RULE19.LAST_EVENT_TIME.TOTAL_CYCLE,uint32_t,,(uint32_t)rules[19 + offset].last_event_time.total_cycle,NONE,,,,,,,,,,
