Component,Name,Target,Code,Params,,,,,,,,,,,,,Danger Flag,Is Restricted,Description,Note
AOBC,,,,Num Params,Param1,,Param2,,Param3,,Param4,,Param5,,Param6,,,,,
,MM_SET_TRANSITION_TABLE,OBC,0x000D,3,uint8_t,from_mode,uint8_t,to_mode,uint16_t,bc_index,,,,,,,,restricted,モード遷移定義テーブル書き換えコマンド,
,MM_START_TRANSITION,OBC,0x000E,1,uint8_t,to_mode,,,,,,,,,,,,restricted,モード遷移開始コマンド,
,MM_FINISH_TRANSITION,OBC,0x000F,0,,,,,,,,,,,,,,restricted,モード遷移終了通知コマンド,
,MM_UPDATE_TRANSITION_TABLE_FOR_TLM,OBC,0x0010,0,,,,,,,,,,,,,,restricted,モードのTLMテーブル情報更新,
,TDSP_SET_TASK_LIST,OBC,0x0011,1,uint8_t,bc_index,,,,,,,,,,,,restricted,タスクリスト設定コマンド,
,TLCD_CLEAR_ALL_TIMELINE,OBC,0x0012,1,uint8_t,TLCD_ID,,,,,,,,,,,danger,restricted,全TLC登録解除,
,TLCD_CLEAR_TIMELINE_AT,OBC,0x0013,2,uint8_t,TLCD_ID,uint32_t,TI,,,,,,,,,,restricted,TI指定TLC登録解除,
,TLCD_DEPLOY_BLOCK,OBC,0x0014,2,uint8_t,TLCD_ID,uint16_t,bc_index,,,,,,,,,,restricted,BLC展開 ,
,TLCD_CLEAR_ERR_LOG,OBC,0x0015,1,uint8_t,,,,,,,,,,,,,restricted,最新のコマンド実行異常記録をクリア,
,TLCD_SET_SOE_FLAG,OBC,0x0016,2,uint8_t,TLCD_ID,uint8_t,,,,,,,,,,,restricted,異常時実行停止機能設定(ライン番号@@ フラグ),
,TLCD_SET_LOUT_FLAG,OBC,0x0017,2,uint8_t,TLCD_ID,uint8_t,,,,,,,,,,,restricted,実行停止機能設定(ライン番号@@ フラグ),
,TLCD_SET_ID_FOR_TLM,OBC,0x0018,1,uint8_t,TLCD_ID,,,,,,,,,,,,restricted,テレメで降ろすTL_IDの設定とTLテレメの更新,
,TLCD_SET_PAGE_FOR_TLM,OBC,0x0019,1,uint8_t,page_no,,,,,,,,,,,,restricted,テレメトリ生成用ページ番号設定,
,CDIS_MGR_SET_IDX_FOR_TLM,OBC,0x001A,1,uint8_t,idx_for_tlm,,,,,,,,,,,,restricted,テレメで降ろす CDIS の idx,
,GENERATE_TLM,OBC,0x001B,3,uint8_t,category,uint8_t,TLM_ID,uint8_t,送出回数,,,,,,,,restricted,TLMパケット生成 (deprecated),
,TG_GENERATE_TLM,OBC,0x001C,4,uint8_t,tlm id,uint8_t,dest flags,uint8_t,dest info,uint8_t,送出回数,,,,,,restricted,自身の OBC のテレメを生成,
,TG_GENERATE_HP_TLM,OBC,0x001D,1,uint8_t,tlm id,,,,,,,,,,,,restricted,HP テレメを生成 (事実上，現在使われていない）,
,TG_GENERATE_RT_TLM,OBC,0x001E,1,uint8_t,tlm id,,,,,,,,,,,,restricted,RT テレメを生成,
,TG_GENERATE_ST_TLM,OBC,0x001F,2,uint8_t,tlm id,uint8_t,dr partition (dest info),,,,,,,,,,restricted,ST テレメを生成,
,TG_FORWARD_TLM,OBC,0x0020,5,uint16_t,apid,uint8_t,tlm id,uint8_t,dest flags,uint8_t,dest info,uint8_t,送出回数,,,,restricted,sub OBC のテレメを転送,
,TG_FORWARD_AS_HP_TLM,OBC,0x0021,2,uint16_t,apid,uint8_t,tlm id,,,,,,,,,,restricted,HP テレメとして sub OBC のテレメを転送 (事実上，現在使われていない）,
,TG_FORWARD_AS_RT_TLM,OBC,0x0022,2,uint16_t,apid,uint8_t,tlm id,,,,,,,,,,restricted,RT テレメとして sub OBC のテレメを転送,
,TG_FORWARD_AS_ST_TLM,OBC,0x0023,3,uint16_t,apid,uint8_t,tlm id,uint8_t,dr partition (dest info),,,,,,,,restricted,ST テレメとして sub OBC のテレメを転送,
,BCT_CLEAR_BLOCK,OBC,0x0024,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BLC登録解除コマンド,
,BCT_SET_BLOCK_POSITION,OBC,0x0025,2,uint16_t,bc_index,uint8_t,cmd_index,,,,,,,,,,restricted,BLC操作ポインタ設定コマンド,
,BCT_COPY_BCT,OBC,0x0026,2,uint16_t,dst_bc_index,uint16_t,src_bc_index,,,,,,,,,,restricted,BCT の内容を別の場所にコピー,
,BCT_OVERWRITE_CMD,OBC,0x0027,5,uint16_t,CMD_CODE,uint32_t,TI,uint16_t,pos.block,uint8_t,pos.cmd,raw,cmd_param (big endian),,,danger,restricted,BCTの内容を上書き,
,BCT_FILL_NOP,OBC,0x0028,1,uint8_t,,,,,,,,,,,,,restricted,テレメ運用時の10個BCをNOP埋めする．（NOP個数）,
,BCE_ACTIVATE_BLOCK,OBC,0x0029,0,,,,,,,,,,,,,,restricted,BLC有効化コマンド,
,BCE_ACTIVATE_BLOCK_BY_ID,OBC,0x002A,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BCを（無条件に）有効化,
,BCE_INACTIVATE_BLOCK_BY_ID,OBC,0x002B,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BCを（無条件に）無効化,
,BCE_ROTATE_BLOCK,OBC,0x002C,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BLC回転コマンド,
,BCE_COMBINE_BLOCK,OBC,0x002D,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BLC融合コマンド,
,BCE_TIMELIMIT_COMBINE_BLOCK,OBC,0x002E,2,uint16_t,bc_index,uint8_t,limit_step,,,,,,,,,,restricted,時間制限付きBLC融合コマンド,
,BCE_RESET_ROTATOR_INFO,OBC,0x002F,0,,,,,,,,,,,,,danger,restricted,カウンタ類リセット,
,BCE_RESET_COMBINER_INFO,OBC,0x0030,0,,,,,,,,,,,,,danger,restricted,カウンタ類リセット,
,BCE_SET_ROTATE_INTERVAL,OBC,0x0031,2,uint16_t,,uint16_t,,,,,,,,,,,restricted,BC回転時の回転間隔周期を設定する,
,GSCD_CLEAR_ERR_LOG,OBC,0x0032,0,,,,,,,,,,,,,,restricted,最新のコマンド実行異常記録をクリア,
,RTCD_CLEAR_ALL_REALTIME,OBC,0x0033,0,,,,,,,,,,,,,danger,restricted,全RTC登録解除,
,RTCD_CLEAR_ERR_LOG,OBC,0x0034,0,,,,,,,,,,,,,,restricted,最新のコマンド実行異常記録をクリア,
,EL_INIT,OBC,0x0035,0,,,,,,,,,,,,,,restricted,EL初期化,
,EL_CLEAR_LOG_ALL,OBC,0x0036,0,,,,,,,,,,,,,,restricted,全ログ削除,
,EL_CLEAR_LOG_BY_ERR_LEVEL,OBC,0x0037,1,uint8_t,err_level,,,,,,,,,,,,restricted,エラーレベル指定ログ削除,
,EL_CLEAR_STATISTICS,OBC,0x0038,0,,,,,,,,,,,,,,restricted,統計情報削除,
,EL_CLEAR_TLOG,OBC,0x0039,1,uint8_t,err_level,,,,,,,,,,,,restricted,TLog削除,
,EL_CLEAR_CLOG,OBC,0x003A,1,uint8_t,err_level,,,,,,,,,,,,restricted,CLog削除,
,EL_RECORD_EVENT,OBC,0x003B,4,uint32_t,group,uint32_t,local,uint8_t,err_level,uint32_t,note,,,,,,restricted,イベント記録,
,EL_TLOG_SET_PAGE_FOR_TLM,OBC,0x003C,2,uint8_t,page_no,uint8_t,err_level,,,,,,,,,,restricted,TLogのダウンリンクテレメ設定,
,EL_CLOG_SET_PAGE_FOR_TLM,OBC,0x003D,2,uint8_t,page_no,uint8_t,err_level,,,,,,,,,,restricted,CLogのダウンリンクテレメ設定,
,EL_INIT_LOGGING_SETTINGS,OBC,0x003E,0,,,,,,,,,,,,,,restricted,ログ設定を初期化,
,EL_ENABLE_LOGGING,OBC,0x003F,1,uint32_t,group,,,,,,,,,,,,restricted,ロギングを有効化,
,EL_DISABLE_LOGGING,OBC,0x0040,1,uint32_t,group,,,,,,,,,,,,restricted,ロギングを無効化,
,EL_ENABLE_LOGGING_ALL,OBC,0x0041,0,,,,,,,,,,,,,,restricted,すべてのロギングを有効化,
,EL_DISABLE_LOGGING_ALL,OBC,0x0042,0,,,,,,,,,,,,,,restricted,すべてのロギングを無効化,
,EL_ENABLE_TLOG_OVERWRITE,OBC,0x0043,1,uint8_t,err_level,,,,,,,,,,,,restricted,TLogのログ上書きを有効化,
,EL_DISABLE_TLOG_OVERWRITE,OBC,0x0044,1,uint8_t,err_level,,,,,,,,,,,,restricted,TLogのログ上書きを無効化,
,EL_ENABLE_TLOG_OVERWRITE_ALL,OBC,0x0045,0,,,,,,,,,,,,,,restricted,すべてのTLogのログ上書きを有効化,
,EL_DISABLE_TLOG_OVERWRITE_ALL,OBC,0x0046,0,,,,,,,,,,,,,,restricted,すべてのTLogのログ上書きを無効化,
,EH_INIT,OBC,0x0047,0,,,,,,,,,,,,,,restricted,EHの初期化,
,EH_CLEAR_ALL_RULE,OBC,0x0048,0,,,,,,,,,,,,,,restricted,EHのすべてのルールをクリア,
,EH_LOAD_DEFAULT_RULE,OBC,0x0049,0,,,,,,,,,,,,,,restricted,EHのデフォルトルールを読み込み,
,EH_SET_REGISTER_RULE_EVENT_PARAM,OBC,0x004A,6,uint16_t,rule id,uint32_t,event group,uint32_t,event local,uint8_t,event err level,uint8_t,should_match_err_level,uint16_t,deploy bc index,,restricted,登録するEHルールのイベントパラメータを設定,
,EH_SET_REGISTER_RULE_CONDITION_PARAM,OBC,0x004B,4,uint8_t,condition type,uint16_t,count_threshold,uint32_t,time_threshold [ms],uint8_t,is_active,,,,,,restricted,登録するEHルールの対応条件パラメタを設定,
,EH_REGISTER_RULE,OBC,0x004C,0,,,,,,,,,,,,,,restricted,設定したパラメタでEHルールを登録,
,EH_DELETE_RULE,OBC,0x004D,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを削除,
,EH_INIT_RULE,OBC,0x004E,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを初期化（ルールを有効化し，ルールカウンタも初期化）,
,EH_INIT_RULE_FOR_MULTI_LEVEL,OBC,0x004F,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを初期化（ルールを有効化し，ルールカウンタも初期化）（多段EH対応用）,
,EH_ACTIVATE_RULE,OBC,0x0050,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを有効化,
,EH_INACTIVATE_RULE,OBC,0x0051,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを無効化,
,EH_ACTIVATE_RULE_FOR_MULTI_LEVEL,OBC,0x0052,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを有効化（多段EH対応用）,
,EH_INACTIVATE_RULE_FOR_MULTI_LEVEL,OBC,0x0053,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを無効化（多段EH対応用）,
,EH_SET_RULE_COUNTER,OBC,0x0054,2,uint16_t,rule id,uint16_t,counter,,,,,,,,,,restricted,EH_Rule の counter をセット,
,EH_CLEAR_RULE_COUNTER,OBC,0x0055,1,uint16_t,rule id,,,,,,,,,,,,restricted,EH_Rule の counter を0 クリア,
,EH_CLEAR_RULE_COUNTER_BY_EVENT,OBC,0x0056,3,uint32_t,group,uint32_t,local,uint8_t,err_level,,,,,,,,restricted,EH_Rule の counter を EL_Event 指定で 0 クリア,
,EH_CLEAR_LOG,OBC,0x0057,0,,,,,,,,,,,,,,restricted,EHの対応ログをクリア,
,EH_SET_MAX_RESPONSE_NUM,OBC,0x0058,1,uint8_t,max_response_num,,,,,,,,,,,,restricted,一度のEH実行で対応するイベントの最大数を設定,
,EH_SET_MAX_CHECK_EVENT_NUM,OBC,0x0059,1,uint16_t,max_check_event_num,,,,,,,,,,,,restricted,一度のEH実行でチェックするイベントの最大数を設定,
,EH_SET_MAX_MULTI_LEVEL_NUM,OBC,0x005A,1,uint8_t,max_multi_level_num,,,,,,,,,,,,restricted,設定可能な最大段数を設定,
,EH_SET_PAGE_OF_RULE_TABLE_FOR_TLM,OBC,0x005B,1,uint8_t,page_no,,,,,,,,,,,,restricted,EHルールテーブルのテレメページの設定,
,EH_SET_PAGE_OF_RULE_SORTED_IDX_FOR_TLM,OBC,0x005C,1,uint8_t,page_no,,,,,,,,,,,,restricted,EHルールのソート済みテーブルのテレメページの設定,
,EH_SET_PAGE_OF_LOG_TABLE_FOR_TLM,OBC,0x005D,1,uint8_t,page_no,,,,,,,,,,,,restricted,EHログテーブルのテレメページの設定,
,EH_SET_TARGET_ID_OF_RULE_TABLE_FOR_TLM,OBC,0x005E,1,uint16_t,rule id,,,,,,,,,,,,restricted,EHテレメに表示するルールのID設定,
,EH_MATCH_EVENT_COUNTER_TO_EL,OBC,0x005F,0,,,,,,,,,,,,,,restricted,イベント発生を検知するためのEHカウンタをELカウンタに強制定期に合わせる,
,EH_INIT_RULE_BY_EVENT_GROUP,OBC,0x0060,1,uint32_t,group,,,,,,,,,,,,restricted,Cmd_EH_INIT_RULE の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_INIT_RULE_BY_EVENT_GROUP_FOR_MULTI_LEVEL,OBC,0x0061,1,uint32_t,group,,,,,,,,,,,,restricted,Cmd_EH_INIT_RULE_FOR_MULTI_LEVEL の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_ACTIVATE_RULE_BY_EVENT_GROUP,OBC,0x0062,1,uint32_t,group,,,,,,,,,,,,restricted,Cmd_EH_ACTIVATE_RULE の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_INACTIVATE_RULE_BY_EVENT_GROUP,OBC,0x0063,1,uint32_t,group,,,,,,,,,,,,restricted,Cmd_EH_INACTIVATE_RULE の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_ACTIVATE_RULE_BY_EVENT_GROUP_FOR_MULTI_LEVEL,OBC,0x0064,1,uint32_t,group,,,,,,,,,,,,restricted,Cmd_EH_ACTIVATE_RULE_FOR_MULTI_LEVEL の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_INACTIVATE_RULE_BY_EVENT_GROUP_FOR_MULTI_LEVEL,OBC,0x0065,1,uint32_t,group,,,,,,,,,,,,restricted,Cmd_EH_INACTIVATE_RULE_FOR_MULTI_LEVEL の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EVENT_UTIL_ENABLE_EH_EXEC,OBC,0x0066,0,,,,,,,,,,,,,,restricted,EHの実行を有効に,
,EVENT_UTIL_DISABLE_EH_EXEC,OBC,0x0067,0,,,,,,,,,,,,,,restricted,EHの実行を無効に,
,EVENT_UTIL_EXEC_EH,OBC,0x0068,0,,,,,,,,,,,,,,restricted,EHを単発で実行,
,TF_INIT,OBC,0x0069,0,,,,,,,,,,,,,,restricted,TFの初期化,
,CA_INIT,OBC,0x006A,0,,,,,,,,,,,,,,restricted,CAの初期化,
,TF_REGISTER_TLM,OBC,0x006B,2,uint8_t,index,uint32_t,tlm_func,,,,,,,,,,restricted,テレメトリ登録コマンド,
,CA_REGISTER_CMD,OBC,0x006C,3,uint16_t,index,uint32_t,cmd_func,raw,param_info,,,,,,,,restricted,コマンド登録コマンド,
,TF_SET_PAGE_FOR_TLM,OBC,0x006D,1,uint8_t,page_no,,,,,,,,,,,,restricted,テレメトリ定義テーブルページ番号設定,
,CA_SET_PAGE_FOR_TLM,OBC,0x006E,1,uint8_t,page_no,,,,,,,,,,,,restricted,コマンド定義テーブルページ番号設定,
,WDT_INIT,OBC,0x006F,0,,,,,,,,,,,,,,restricted,WDT初期化．WDTがアプリイニシャライザを持たなくなったので追加,
,WDT_ENABLE,OBC,0x0070,0,,,,,,,,,,,,,,restricted,WDT有効化,
,WDT_DISABLE,OBC,0x0071,0,,,,,,,,,,,,,,restricted,WDT無効化,
,WDT_STOP_CLEAR,OBC,0x0072,0,,,,,,,,,,,,,danger,restricted,WDTのカウンタクリアを止める＝リセット実行,
,WDT_START_CLEAR,OBC,0x0073,0,,,,,,,,,,,,,,restricted,WDTのカウンタクリアを開始する,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
